51	-1	2	레몬셔벗 에이드	264	신 레몬	2_lesh_ade.png
52	-1	2	녹차레몬 에이드	50	녹차와 상큼한 레몬을 더한 건강메뉴	2_greele_ade.png
53	-1	2	메가에이드	292	상큼한 메가 시그니처 에이드	2_mag_ade.png
54	-1	2	샹그리아	344	무알콜 샹그리아	2_shan_ade.png
55	-1	2	자몽 탄산수	237	자몽 에이드 같은 맛	2_graw_ade.png
56	-1	2	깔라만시 탄산수 	265	신맛의 깔라만시	2_calw_ade.png
57	-1	2	청포도 탄산수 	285	달달한 청포도와 탄산	2_grap_ade.png
58	-1	3	밀크티	232	쌉쌀한데 맛있는 밀크티2	3_mil_mt.png
59	-1	3	버블 크림 밀크티	300	크림있는 밀크티	3_bcmil_mt.png
60	-1	3	로얄 밀크티	250	홍차의 향긋함과 우유의 고소함이 더해진 음료	3_romi_mt.png
61	-1	3	흑당 밀크티	280	홍차에 흑당의 달콤함이 더해진 음료	3_bsmil_mt.png
62	-1	3	버블 흑당 밀크티	320	홍차에 흑당의 달콤함이 더해지고 쫄깃한 펄이 들어간 음료	3_bbmil_mt.png
63	-1	3	얼그레이 밀크티	200	홍차와 밀크가 부드러운 조화를 이루는 밀크티	3_alg_mt.png
64	-1	3	우롱 밀크티	154	우롱차에 밀크가 더해진 우롱 밀크티	3_wiro_mt.png
65	-1	3	자스민 밀크티	183	자스민 꽃잎을 함께 우러낸 그린티와 밀크의 조합	3_jas_mt.png
66	-1	3	초콜렛 밀크티	249	부드러운 밀크에 녹아든 진한 초코렛을 느낄 수 있는 초콜렛 밀크티	3_comil_mt.png
67	-1	3	녹차 밀크티	184	녹차를 사용해 쌉사름한 맛과 달콤한 맛이 어우러진 밀크티	3_gremi_mt.png
68	-1	3	피스타치오 밀크티	237	그린티를 넣은 달콤하고 고소한 피스타치오 밀크티	3_pist_mt.png
69	-1	4	에스프레소	10	기본 커피	4_esp_caf.png
70	-1	4	에스페레소 도피오	15	더블샷 커피	4_espd_caf.png
71	-1	4	에스프레소 콘파냐	30	신선한 에스프레소 샷에 풍부한 휘핑크림을 얹은 커피 음료	4_espcon_caf.png
72	-1	4	에스프레소 마끼아또	10	신선한 에스프레소 샷에 우유 거품을 살짝 얹은 커피 음료	4_espma_caf.png
73	-1	4	아메리카노	10	에스프레소에 물을 더해만든 기본 커피	4_ame_caf.png
74	-1	4	바닐라아메리카노	85	바닐라 시럽을 아메리카노에 더한 음료	4_vaam_caf.png
75	-1	4	헤이즐넛 아메리카노	80	아메리카노에 헤이즐넛이 들어간 달콤쌉쌀한 커피	4_hazam_caf.png
76	-1	4	꿀아메리카노	160	아메리카노에 달콤한 벌꿀이 들어간 음료	4_homam_caf.png
77	-1	4	헤이즐넛 라떼	240	카페라떼에 헤이즐넛의 달콤함이 들어간 커피	4_hazlat_caf.png
78	-1	4	돌체 라떼	260	달콤한 연유 베이스로 우유와 에스프레소가 들어간 음료	4_dollat_caf.png
79	-1	4	티라미수 라떼	400	에스프레소에 티라미수 소스와 크림이 들어간 음료	4_tilat_caf.png
80	-1	4	바닐라 라떼	230	바닐라 시럽이 들어가 달달한 음료	4_valat_caf.png
81	-1	4	연유라떼	320	에스프레소에 우유, 연유를 넣은 달달한 라떼	4_conf_caf.png
82	-1	4	카라멜 마끼아또	245	에스프레소에 달콤한 카라멜을 더한 커피	4_calma_caf.png
83	-1	4	카페라떼	175	에스프레소에 스팀 밀크를 추가해 부드럽게 즐기는 커피	4_cafelat_caf.png
84	-1	4	카푸치노	145	에스프레소위의 우유 거품, 시나몬 파우더로 완성된 커피	4_cafu_caf.png
85	-1	4	콜드브루 라떼	160	콜드브루에 고소한 우유를 넣은 라떼	4_collat_caf.png
86	-1	4	콜드브루	10	차가운 물에 천천히 장시간 우려내 깔끔한 커피	4_colb_caf.png
87	-1	4	바닐라크림 콜드브루	120	콜드브루에 더해진 바닐라 크림으로 깔끔하면서 달콤한 콜드브루를 즐길 수 있는 음료	4_vacolb_caf.png
88	-1	4	아인슈페너	300	아메리카노 위에 우유크림이 들어간 아인슈페너	4_ain_caf.png
89	-1	4	민트 모카	355	커피에 민트 초콜릿이 들어간 음료	4_minmo_caf.png
90	-1	4	카페모카	380	에스프레소에 초코와 휘핑크림이 들어가 달달한 커피	4_cafmo_caf.png
91	-1	4	화이트 초콜릿 모카	345	달콤하고 부드러운 화이트 초콜릿 시럽과 에스프레소를 스팀 밀크와 섞어 휘핑크림으로 마무리한 음료	4_wcomo_caf.png
92	-1	4	바닐라 플랫 화이트	220	바닐라 플랫 화이트는 진하고 고소한 리스트레토 샷과 바닐라 시럽 그리고 스팀 밀크로 즐기는 진한 커피 라떼	4_valflw_caf.png
93	-1	4	사케라또 아포카토	300	쉐이킹한 에스프레소를 바닐라 아이스크림에 부어 만든 아포카토	4_shaap_caf.png
94	-1	4	아포카토	155	아이스크림 들어간 커피	4_aop_caf.png
95	-1	5	녹차	2	국내산 녹차	5_gree_tea.png
96	-1	5	쌍화차	240	전통 쌍화차	5_ssa_tea.png
97	-1	5	생강차	242	쌉싸름한 생강이 들어가 감기에 좋은 생강차	5_gin_tea.png
98	-1	5	얼그레이	2	홍차 허브티	5_alg_tea.png
99	-1	5	캐모마일	3	캐모마일이 들어간 허브티	5_camo_tea.png
100	-1	5	페퍼민트	5	페퍼민트가 들어가 상쾌한 허브티	5_permin_tea.png
101	-1	5	복숭아 아이스티	300	달달한 복숭아 과일 티	5_peaic_tea.png
102	-1	5	복숭아 차	252	복숭아 향이 가미된 과일티	5_pea_tea.png
103	-1	5	사과 유자차	240	애플향이 나는 유자차	5_apci_tea.png
104	-1	5	유자차	265	상큼한 유자로 만든 과일 티	5_citr_tea.png
105	-1	5	레몬차	275	새콤한 레몬 과일티	5_lemo_tea.png
106	-1	5	자몽차	294	달달한 자몽으로 만들어진 과일티	5_gray_tea.png
107	-1	5	허니자몽블랙티	300	자몽에 꿀이 들어간 달콤한 과일 티	5_hograb_tea.png
108	-1	5	라벤더	204	라벤더 허브티	5_lave_tea.png
109	-1	5	뱅쇼	344	무알콜 와인향의 차	5_bang_tea.png
110	-1	5	히비스커스 티	321	히비스커스가 들어가 새콤한 티	5_hibi_tea.png
111	-1	5	피치오렌지 아이스티	250	시원하 복숭아 아이스티에 상큼한 오렌지 주스가 들어간 음료	5_peaor_tea.png
112	-1	5	블랙퍼스트	3	홍차	5_blac_tea.png
113	-1	5	유스베리 티	3	황차에 사과, 망고, 파인애플, 히비스커스, 로즈힙 등이 블렌딩되어 핑크빛 컬러가 감도는 음료	5_useb_tea.png
114	-1	6	수박 주스	124	수박 생과일 주스	6_wat_jui.png
115	-1	6	레드 오렌지 자몽 주스	189	오렌지 생과일 주스	6_oran_jui.png
116	-1	6	샤인 머스캣 주스	332	샤인머스켓 과 케일이 들어간 주스	6_shi_jui.png
117	-1	6	딸기 주스	331	새콤달콤한  딸기주스	6_str_jui.png
118	-1	6	딸기 바나나 주스 	265	딸기와 바나나 가 들어있는 주스	6_strba_jui.png
119	-1	6	홍시 주스 	247	단 감 홍시 주스	6_per_jui.png
120	-1	6	골드 키위 주스	265	고급 골드 키위 들어간 음료	6_kiw_jui.png
121	-1	6	토마토 주스	128	붉은색의 토마토 주스	6_toma_jui.png
122	-1	6	자몽 생과일 주스	274	달고 쌉쌀한 자몽 주스	6_gray_jui.png
123	-1	6	오렌지 주스	218	생 오렌지 주스	6_orang_jui.png
124	-1	6	바나나 주스	275	달달한 바나나 주스	6_bana_jui.png
125	-1	6	청포도 주스	299	아주 달은 청포도 주스	6_grap_jui.png
126	-1	7	디카페인 에스프레소	8	카페인 없는 기본 커피	7_desp_dcaf.png
127	-1	7	디카페인 아포카토	102	카페인 없는 커피에 아이스크림이 들어있는 커피	7_dapo_dcaf.png
128	-1	7	에스프레소 피에노	33	코코아 파우더와 크림있는 에스프레소	7_desppie_dcaf.png
129	-1	7	디카페인 아메리카노	10	카페인 없는 원두를 사용해 만든 아메리카노	7_dcm_dcaf.png
130	-1	7	디카페인 헤이즐넛 아메리카노	20	고소하고 단 아메리카노	7_dhaz_dcaf.png
131	-1	7	디카페인 바닐라 아메리카노	32	아메리카노에 바닐라 시럽 추가	7_dvani_dcaf.png
132	-1	7	디카페인 카페 라떼	18	우유거품이 들어간 커피	7_dcafla_dcaf.png
133	-1	7	디카페인 바닐라 라떼	25	바닐라 향 라떼	7_dvanula_dcaf.png
134	-1	7	디카페인 연유 라떼	25	달달한 연유 시럽이 들어가고 크림이 들어간 커피	7_dcond_dcaf.png
135	-1	7	디카페인 카푸치노	24	우유 크림이 라떼보다 많이 들어간 커피	7_dcafu_dcaf.png
136	-1	7	디카페인 카라멜마끼아또	40	카라멜 시럽이 들어간 커피	7_dcalma_dcaf.png
137	-1	7	디카페인 화이트 비엔나	260	달달한 크림 커피	7_dwvie_dcaf.png
138	-1	7	디카페인 콜드브루	10	카페인 없는 원두로 장시간 찬물로 내린 음료	7_dcolb_dcaf.png
139	-1	8	미숫가루	312	한끼 식사 대용	8_mixb_etc.png
140	-1	8	곡물 라떼	239	곡물로 만들어져 건강하고 포만감 주어 한끼 식사 대용으로 알맞은 음료	8_gra_etc.png
141	-1	8	달고나 라떼	286	달고나와 우유가 맛있는 음료	8_dalgo_etc.png
142	-1	8	흑당 라떼	233	흑당이 있는 음료	8_bsula_etc.png
143	-1	8	버블 흑당 라떼	308	흑당에 쫄깃한 버블이 있는 음료	8_bbsula_etc.png
144	-1	8	초콜릿	376	진한 모카시럽과 부드러운 우유가 있는 음료	8_choco_etc.png
145	-1	8	핫 초코	374	달달한 코코아 파우더와 들어가 달콤한 초코 음료	8_hco_etc.png
146	-1	8	초코라떼	485	코코라 파우더에 스팀밀크가 들어간 음료	8_colat_etc.png
147	-1	8	민트 초콜릿	342	인기 많은 민트 초콜릿 파우더가 들어가 상큼 달달한 음료	8_minco_etc.png
148	-1	8	녹차 라떼	191	녹차에 우유가 더해진 음료	8_greelat_etc.png
149	-1	8	토피넛 라떼	255	견과류가 많이 들어가 고소한 음료	8_toff_etc.png
150	-1	8	고구마 라떼	344	호박고구마를 활용한 음료	8_swpolat_etc.png
151	-1	8	딸기 라떼	217	딸기의 식감이 좋은 딸기 라떼	8_strlat_etc.png
152	-1	8	밀크티 라떼	200	홍차에 우유 크림이 첨가된 음료	8_milla_etc.png
153	0	-1	호두빵	250	고소한 호두의 풍미가 느껴지는 호두빵	0_hodu_bre.png
154	0	-1	초코빵	250	달콤한 초코와 빵의 만남	0_cho_bre.png
155	0	-1	단팥빵	250	옛날 맛 그대로! 추억의 단팥빵	0_dan_bre.png
156	0	-1	생크림빵	250	부드러운 생크림이 느껴지는 생크림빵	0_sang_bre.png
157	0	-1	크림빵	250	언제나 먹어도 맛있는 크림빵	0_cre_bre.png
158	0	-1	피자빵	250	한끼 식사 대용으로 안성맞춤인 피자빵	0_piz_bre.png
159	0	-1	치즈빵	250	단짠단짠의 최고봉 치즈빵	0_chee_bre.png
160	0	-1	감자빵	250	포슬포슬 감자가 들어있는 감자빵	0_gam_bre.png
161	0	-1	소보로빵	250	달달 고소 바삭, 소보로빵	0_so_bre.png
162	0	-1	말차빵	250	쌉싸름하지만 달콤한 말차빵	0_mal_bre.png
163	0	-1	팡도르	350	맛도 비주얼도 아주 맛있는 팡도르	0_pang_bre.png
164	0	-1	만쥬	150	달콤한 앙금이 들어있는 만쥬	0_man_bre.png
165	0	-1	고구마빵	150	달달한 고구마가 들어있는 고구마빵	0_go_bre.png
166	0	-1	땅콩빵	350	고소함에 계속 손이 가는 땅콩 빵	0_ddang_bre.png
167	0	-1	크루아상	150	달콤한 크루아상	0_cru_bre.png
168	0	-1	찹쌀빵	150	쫀득쫀득한 찹쌀에 달콤한 팥이 들어있는 찹쌀빵	0_chap_bre.png
169	0	-1	옥수수빵	150	옥수수 알갱이의 식감이 느껴지는 옥수수빵	0_ok_bre.png
170	0	-1	소시지빵	350	탱글탱글 소시지와 담백함이 만난 소시지빵	0_sau_bre.png
171	0	-1	식빵	350	누구가 부담없이 즐길 수 있는 식빵	0_sic_bre.png
172	0	-1	소금빵	200	버터의 고소한 풍미를 짭짤한 소금을 통해 강조한 빵	0_saul_bre.png
173	1	-1	커스터드푸딩	300	오리지널, 커스터드 푸딩	1_cu_pu.png
174	1	-1	밀크푸딩	300	담백한 부드러움, 밀크푸딩	1_mil_pu.png
175	1	-1	바나나푸딩	300	달콤한 그 맛! 바나나푸딩	1_bana_pu.png
176	1	-1	초코푸딩	300	남녀노소 사랑하는 달달한 초코푸딩	1_co_pu.png
177	1	-1	딸기푸딩	300	새콤하지만 부드럽고 싶어! 딸기푸딩	1_ddal_pu.png
178	1	-1	녹차푸딩	300	달콤쌉쌀!환상의 밸런스, 녹차푸딩	1_nok_pu.png
179	1	-1	커피푸딩	300	커피의 풍미가 한가득, 커피푸딩	1_coff_pu.png
180	1	-1	옥수수푸딩	300	부담스럽지 않게 달콤한 옥수수 푸딩	1_ok_pu.png
181	1	-1	말차푸딩	300	말차맛이 그대로! 부드러운 말차푸딩	1_mal_pu.png
182	1	-1	얼그레이푸딩	300	달지만 않아서 좋은 얼그레이푸딩	1_ul_pu.png
183	1	-1	당근푸딩	300	건강도 챙길 수 있는 당근 푸딩	1_dang_pu.png
184	1	-1	망고푸딩	300	이국적인 맛을 느낄 수 있는 망고푸딩	1_mang_pu.png
185	1	-1	땅콩푸딩	300	담백고소 땅콩 푸딩	1_ddang_pu.png
186	1	-1	오트푸딩	300	한끼식사를 가볍게 하고 싶을 때, 오트푸딩	1_ot_pu.png
187	1	-1	치즈푸딩	300	말랑말랑 쫀득쫀득 치즈푸딩	1_che_pu.png
188	1	-1	복숭아푸딩	300	여름의 맛이 담긴 복숭아 푸딩	1_bok_pu.png
189	1	-1	포도푸딩	300	상큼한 포도가 들어간 포도푸딩	1_grap_pu.png
190	1	-1	멜론푸딩	300	부드럽게 달콤한 멜론 푸딩	1_mel_pu.png
191	1	-1	모카푸딩	300	달달함과 풍미를 모두 담은 모카푸딩	1_mo_pu.png
192	1	-1	크림푸딩	300	부드러운 크림푸딩	1_cre_pu.png
193	2	-1	당근케이크	500	건강간식으로 좋은 당근케이크	2_dang_cak.png
194	2	-1	초코케이크	400	남녀노소 사랑하는 달달한 초코케이크	2_cho_cak.png
195	2	-1	레드벨벳케이크	500	고소한 치즈와 부드러운 빵을 함께 먹을 수 있는 레드벨벳케이크	2_red_cak.png
196	2	-1	생크림케이크	400	부드러운 생크림이 느껴지는 생크림케이크	2_sang_cak.png
197	2	-1	생딸기케이크	500	새콤달콤 생딸기케이크	2_sangddal_cak.png
198	2	-1	초코딸기케이크	400	맛있는 초코딸기케이크	2_choddal_cak.png
199	2	-1	티라미수케이크	500	크림과 어울리는 커피의 맛, 티라미수케이크	2_ti_cak.png
200	2	-1	녹차케이크	400	달콤한 음료와 어울리는 녹차케이크	2_nok_cak.png
201	2	-1	치즈케이크	500	입안에서 사르르 녹는 치즈케이크	2_chee_cak.png
202	2	-1	고구마케이크	400	달달하고 부드러운 고구마케이크	2_go_cak.png
203	2	-1	카라멜케이크	500	쫀쫀한 달콤한이 느껴지는 카라멜케이크	2_ca_cak.png
204	2	-1	커스타드케이크	400	기본기에 충실한 달콤함, 커스타드 케이크	2_cus_cak.png
205	2	-1	순우유케이크	500	담백하고 달콤한 순우유 케이크	2_sun_cak.png
206	2	-1	블루베리케이크	400	새콤달콤 블루베리케이크	2_blu_cak.png
207	2	-1	아몬드케이크	500	고소한 아몬드케이크	2_amon_cak.png
208	2	-1	바스크치즈케이크	400	맛있는 바스크치즈케이크	2_bask_cak.png
209	2	-1	딸기크림케이크	500	부드럽고 새콤달콤한 딸기크림케이크	2_ddalcre_cak.png
210	2	-1	화이트초코케이크	400	맛있고 달콤한 화이트 초코케이크	2_whco_cak.png
211	2	-1	모카케이크	500	깊은 풍미가 느껴지는 모카케이크	2_moca_cak.png
212	2	-1	요거트케이크	400	새콤달콤한 요거트케이크	2_yo_cak.png
213	3	-1	크림파이	650	부드러운 크림파이	3_cre_py.png
214	3	-1	딸기파이	650	새콤한 딸기파이	3_ddal_py.png
215	3	-1	초코파이	650	달콤한 초코파이	3_cho_py.png
216	3	-1	애플파이	650	아이간식으로 안성맞춤인 애플파이	3_app_py.png
217	3	-1	바나나파이	650	부드럽게 달콤한 바나나파이	3_bana_py.png
218	3	-1	청포도파이	650	새콤하고 달콤한 청포도 파이	3_cung_py.png
219	3	-1	생크림파이	650	부드러움이 그대로 담긴 생크림파이	3_sang_py.png
220	3	-1	호두파이	650	고소함이 배로 느껴지는 호두파이	3_hodu_py.png
221	3	-1	피칸파이	650	달콤한 피칸파이	3_pi_py.png
222	3	-1	치즈파이	650	부드럽고 달콤한 치즈파이	3_che_py.png
223	3	-1	크림치즈파이	650	새로움을 맛보고 싶다면, 크림치즈파이	3_creche_py.png
224	3	-1	블루베리파이	650	남녀노소 좋아하는 블루베리파이	3_blu_py.png
225	3	-1	티라미수파이	650	부담스럽지 않게 달콤한 티라미수파이	3_ti_py.png
226	3	-1	펌킨파이	650	건강하게 달달하게 펌킨파이	3_pum_py.png
227	3	-1	라임파이	650	새콤하게 달달하게 라임파이	3_ra_py.png
228	3	-1	얼그레이파이	650	얼그레이의 맛을 느낄 수 있는 얼그레이파이	3_ul_py.png
229	3	-1	허니파이	650	달콤한 허니파이	3_hon_py.png
230	3	-1	화이트초코파이	650	화이트초코를 그대로 느낄 수 있는 화이트초코파이	3_whco_py.png
231	3	-1	소보로파이	650	바삭 고소 소보로파이	3_so_py.png
232	3	-1	에그파이	650	담백하고 맛있는 에그파이	3_egg_py.png
233	4	-1	초코아이스크림	150	달콤한 초코아이스크림	4_cho_ice.png
234	4	-1	딸기아이스크림	150	새콤한 딸기아이스크림	4_ddal_ice.png
235	4	-1	바닐라아이스크림	150	부드러운 바닐라 아이스크림	4_va_ice.png
236	4	-1	쿠앤크아이스크림	150	쿠키도 맛있는 쿠앤크 아이스크림	4_cnc_ice.png
237	4	-1	메론아이스크림	150	새롭게 맛있는 메론 아이스크림	4_mel_ice.png
238	4	-1	말차아이스크림	150	말차가 녹아있는 아이스크림	4_mal_ice.png
239	4	-1	모히또아이스크림	150	시원하게 맛있는 모히또아이스크림	4_mohi_ice.png
240	4	-1	얼그레이아이스크림	150	얼그레이의 맛을 느낄 수 있는 얼그레이아이스크림	4_ul_ice.png
241	4	-1	포도아이스크림	150	상큼한 포도아이스크림	4_grap_ice.png
242	4	-1	민트초코아이스크림	150	색다른 맛의 민트초코아이스크림	4_minco_ice.png
243	4	-1	초코볼아이스크림	150	오독오독 맛있는 초코볼 아이스크림	4_coball_ice.png
244	4	-1	레인보우아이스크림	150	눈도 입도 즐거운 레인보우 아이스크림	4_rain_ice.png
245	4	-1	피칸아이스크림	150	고소함을 그대로, 피칸아이스크림	4_pi_ice.png
246	4	-1	피스타치오아이스크림	150	일상에서 벗어나고 싶다면, 피스타치오아이스크림	4_pita_ice.png
247	4	-1	쌀아이스크림	150	부드럽게 달콤한 쌀 아이스크림	4_ssal_ice.png
248	4	-1	누텔라아이스크림	150	달달함이 두배로, 누텔라 아이스크림	4_nu_ice.png
249	4	-1	카라멜아이스크림	150	쫀쫀하게 달달한 카라멜 아이스크림	4_ca_ice.png
250	4	-1	팥아이스크림	150	옛날 그 단 맛, 팥아이스크림	4_pob_ice.png
251	4	-1	체리아이스크림	150	체리의 맛이 느껴지는 체리아이스크림	4_che_ice.png
252	4	-1	레몬아이스크림	150	입안에서 사르르 녹는 레몬아이스크림	4_le_ice.png
253	5	-1	밀크초콜릿	150	부드러운 밀크초콜릿	5_milk_cho.png
254	5	-1	솔트초콜릿	150	단짠단짠의 정석 솔트초콜릿	5_saul_cho.png
255	5	-1	딸기초콜릿	150	딸기가 들어있는 딸기초콜릿	5_dark_cho.png
256	5	-1	다크초콜릿	150	부담스럽지 않게 다크 초콜릿	5_dark_cho.png
257	5	-1	피넛초콜릿	150	씹히는 맛이 있는 피넛 초콜릿	5_pea_cho.png
258	5	-1	요거트초콜릿	150	새콤하게 달콤하게 요거트 초콜릿	5_yo_cho.png
259	5	-1	라즈베리초콜릿	150	진한 맛의 라즈베리 초콜릿	5_ras_cho.png
260	5	-1	바나나초콜릿	150	부드럽게 달콤한 바나나초콜릿	5_bana_cho.png
261	5	-1	체리초콜릿	150	체리의 맛이 느껴지는 체리초콜릿	5_che_cho.png
262	5	-1	얼그레이초콜릿	150	질리지 않는 맛의 얼그레이 초콜릿	5_ul_cho.png
263	5	-1	화이트초콜릿	150	달콤한 화이트초콜릿	5_wha_cho.png
264	5	-1	커피초콜릿	150	달달한 커피의 맛, 커피 초콜릿	5_cnc_cho.png
265	5	-1	블루베리초콜릿	150	새콤달콤 블루베리 초콜릿	5_blu_cho.png
266	5	-1	한라봉초콜릿	150	귤보다 더 상큼한 한라봉 초콜릿	5_han_cho.png
267	5	-1	쿠앤크초콜릿	150	쿠키도 맛있는 쿠앤크초콜릿	5_cnc_cho.png
268	5	-1	호두초콜릿	150	고소한 호두초콜릿	5_ho_cho.png
269	5	-1	아몬드초콜릿	150	오독오독 맛있는 아몬드초콜릿	5_amon_cho.png
270	5	-1	트러플초콜릿	150	고급지게 달콤한 트러플초콜릿	5_tru_cho.png
271	5	-1	생초콜릿	150	쫀득쫀득 생초콜릿	5_sang_cho.png
272	5	-1	허니밀크초콜릿	150	달콤하게 담백한 허니밀크초콜릿	5_honmil_cho.png
273	6	-1	초코쿠키	450	달콤한 초코가 가득 들어있는 초코쿠키	6_cho_coo.png
274	6	-1	딸기쿠키	450	새콤달콤 딸기쿠키	6_ddal_coo.png
275	6	-1	녹차쿠키	450	부담스럽지 않게 달콤한 녹차쿠키	6_nok_coo.png
276	6	-1	레드벨벳쿠키	450	크림치즈와 환상궁합! 레드벨벳쿠키	6_red_coo.png
277	6	-1	솔트카라멜쿠키	450	단짠단짠 질리지않는 솔트카라멜 쿠키	6_saulca_coo.png
278	6	-1	치즈쿠키	450	부드럽고 맛있는 치즈쿠키	6_che_coo.png
279	6	-1	화이트초코쿠키	450	달콤한 화이트초코쿠키	6_whco_coo.png
280	6	-1	아몬드쿠키	450	고소하고 달콤한 아몬드쿠키	6_amon_coo.png
281	6	-1	코코넛쿠키	450	이색적인 맛, 코코넛이 들어있는 쿠키	6_coco_coo.png
282	6	-1	더블초코쿠키	450	달콤하게 맛있는 더블초코쿠기	6_douco_coo.png
283	6	-1	퍼지쿠키	450	쫀득하게 달콤한 퍼지쿠키	6_fu_coo.png
284	6	-1	크렌베리쿠키	450	부담스럽지않게 달콤한 크렌베리쿠키	6_cren_coo.png
285	6	-1	피넛버터쿠키	450	고소하고 부드러운 피넛버터쿠키	6_peabut_coo.png
286	6	-1	오트밀쿠키	450	오트밀이 통으로 들어있는 오트밀쿠키	6_ot_coo.png
287	6	-1	마카다미아쿠키	450	누구나 즐길 수 있는 마카다미아쿠키	6_maca_coo.png
288	6	-1	검은깨쿠키	450	고소하고 건강한 검은깨쿠키	6_gae_coo.png
